pws_id,Chemical,Years tested,Maximum Level (ppt)
PA3390032,PFBS,2020,"31,000,000"
PA3390032,PFHxS,2020,"10,000,000"
PA3390032,PFHxA,2020,"14,000,000"
PA3390032,PFOS,2020,"29,000,000"
PA3390032,PFOA,2020,"11,000,000"
PA3390032,PFHpA,2020,"6,200,000"
PA3390032,PFNA,2014-2020,"14,000,000"
PA3390032,PFUnA,2020,"2,000,000"
PA3390032,Total PFAS,2014-2020,"117,200,000"
PA3390065,PFOS,2019,"2,100,000"
PA3390065,PFOA,2019,"2,300,000"
PA3390065,Total PFAS,2019,"4,400,000"
PA3390073,PFBS,2023,3.8
PA3390073,PFHxS,2023,3.1
PA3390073,PFHxA,2023,3.3
PA3390073,PFOA,2023,4.4
PA3390073,PFPeA,2023,4.2
PA3390073,Total PFAS,2023,8.2
PA3540032,PFBS,2019-2020,"3,500,000"
PA3540032,PFHxS,2019-2020,"12,000,000"
PA3540032,PFHxA,2020,"4,900,000"
PA3540032,PFOS,2019-2020,"29,000,000"
PA3540032,PFOA,2019-2020,"3,900,000"
PA3540032,PFHpA,2020,"1,900,000"
PA3540032,PFNA,2019-2020,"14,000,000"
PA3540032,PFUnA,2020,"3,100,000"
PA3540032,Total PFAS,2019-2020,"72,300,000"
PA4070019,PFHxS,2019,"2,900,000"
PA4070019,PFOS,2019-2021,"5,300,000"
PA4070019,PFOA,2019,"2,600,000"
PA4070019,Total PFAS,2019-2021,"10,000,000"
PA4070030,PFBS,2020,"5,500,000"
PA4070030,PFHxS,2020,"18,000,000"
PA4070030,PFHxA,2020,"4,100,000"
PA4070030,PFOS,2020,"13,000,000"
PA4070030,PFOA,2020,"3,300,000"
PA4070030,Total PFAS,2020,"43,900,000"
PA4140096,PFOS,2019,"1,900,000"
PA4140096,PFOA,2019,"2,200,000"
PA4140096,Total PFAS,2019,"4,100,000"
PA4140895,PFBS,2019-2021,"7,400,000"
PA4140895,PFHxS,2019-2021,"73,000,000"
PA4140895,PFHxA,2021,"13,700,000"
PA4140895,PFOS,2019-2021,"94,000,000"
PA4140895,PFOA,2019-2021,"20,000,000"
PA4140895,PFHpA,2019-2021,"8,600,000"
PA4140895,PFNA,2019,"2,400,000"
PA4140895,Total PFAS,2019-2021,"205,200,000"
PA4190013,PFHxA,2020,"7,800,000"
PA4190013,PFOA,2020,"7,000,000"
PA4190013,Total PFAS,2020,"14,800,000"
PA4190296,PFOS,2021,"5,800,000"
PA4190296,PFOA,2019-2020,"4,700,000"
PA4190296,Total PFAS,2019-2021,"5,800,000"
PA4190370,PFOS,2019,"2,600,000"
PA4190370,PFOA,2019,"2,100,000"
PA4190370,Total PFAS,2019,"4,700,000"
PA4190840,PFOS,2020,"7,300,000"
PA4190840,PFOA,2020,"4,100,000"
PA4190840,Total PFAS,2020,"11,400,000"
PA4290005,PFHxS,2020,"6,400,000"
PA4290005,PFOS,2020,"10,300,000"
PA4290005,Total PFAS,2020,"16,700,000"
PA4410153,PFOS,2020,"5,000,000"
PA4410153,Total PFAS,2020,"5,000,000"
PA4410173,PFBS,2019,"2,000,000"
PA4410173,PFHxS,2019-2020,"12,000,000"
PA4410173,PFHxA,2020,"3,600,000"
PA4410173,PFOS,2019-2020,"5,000,000"
PA4410173,PFOA,2019-2020,"4,600,000"
PA4410173,PFHpA,2019-2020,"3,800,000"
PA4410173,PFNA,2019-2020,"14,000,000"
PA4410173,Total PFAS,2019-2020,"41,400,000"
PA4410175,PFBS,2020,"2,200,000"
PA4410175,PFHxS,2019-2020,"5,100,000"
PA4410175,PFHxA,2020,"3,900,000"
PA4410175,PFOS,2019-2020,"9,900,000"
PA4410175,PFOA,2019-2020,"5,600,000"
PA4410175,PFHpA,2020,"2,700,000"
PA4410175,Total PFAS,2019-2020,"29,400,000"
PA4410178,PFOS,2020,"4,500,000"
PA4410178,Total PFAS,2020,"4,500,000"
PA4410303,PFOS,2020,"5,100,000"
PA4410303,Total PFAS,2020,"5,100,000"
PA5020010,PFBS,2019-2023,"13,000,000"
PA5020010,PFBA,2023,6.0
PA5020010,PFHxS,2019-2023,"13,000,000"
PA5020010,PFHxA,2023,3.2
PA5020010,PFOS,2019-2023,"8,400,000"
PA5020010,PFOA,2019-2023,"4,500,000"
PA5020010,PFHpA,2019,"1,700,000"
PA5020010,Total PFAS,2019-2023,"40,600,000"
PA5020011,PFOS,2021,"3,800,000"
PA5020011,Total PFAS,2021,"3,800,000"
PA5040012,PFBS,2023,21
PA5040012,PFBA,2023,8.3
PA5040012,PFHxA,2023,7.7
PA5040012,PFOS,2023,4
PA5040012,PFOA,2023,5.4
PA5040012,PFPeA,2023,7.8
PA5040012,Total PFAS,2023,55
PA5100049,PFBS,2020,"2,900,000"
PA5100049,PFHxS,2020,"2,900,000"
PA5100049,PFHxA,2020,"3,400,000"
PA5100049,PFOS,2020,"9,500,000"
PA5100049,PFOA,2020,"4,700,000"
PA5100049,Total PFAS,2020,"23,400,000"
PA6200043,PFBS,2020,"9,200,000"
PA6200043,PFHxS,2020,"79,400,000"
PA6200043,PFHxA,2020,"8,600,000"
PA6200043,PFOS,2020,"187,100,000"
PA6200043,PFOA,2020,"5,500,000"
PA6200043,Total PFAS,2020,"289,800,000"
PA6250097,PFBS,2019,"7,700,000"
PA6250097,PFHxS,2019,"1,800,000"
PA6250097,PFOS,2019,"2,800,000"
PA6250097,Total PFAS,2019,"12,300,000"
PA6610020,PFBS,2020-2023,"2,800,000"
PA6610020,PFOA,2020,"2,000,000"
PA6610020,Total PFAS,2020-2023,"4,800,000"
PA7010007,PFHxS,2020,"140,000,000"
PA7010007,PFHxA,2020,"2,400,000"
PA7010007,PFOS,2020,"11,000,000"
PA7010007,PFOA,2020,"2,600,000"
PA7010007,Total PFAS,2020,"156,000,000"
PA7010019,PFBS,2020,"2,200,000"
PA7010019,PFHxS,2020,"2,600,000"
PA7010019,PFHxA,2020,"4,400,000"
PA7010019,PFOS,2020,"17,000,000"
PA7010019,PFOA,2020,"7,400,000"
PA7010019,PFHpA,2020,"2,900,000"
PA7010019,Total PFAS,2020,"36,500,000"
PA7010022,PFBS,2019-2020,"2,200,000"
PA7010022,PFOS,2019-2020,"4,600,000"
PA7010022,PFOA,2019-2020,"2,700,000"
PA7010022,Total PFAS,2019-2020,"8,300,000"
PA7010025,PFBS,2023,5.3
PA7010025,PFBA,2023,28
PA7010025,PFHxA,2023,6
PA7010025,PFOS,2023,4.8
PA7010025,PFOA,2023,4.3
PA7010025,PFPeA,2023,9.6
PA7010025,Total PFAS,2023,35
PA7010038,PFOS,2020,"2,900,000"
PA7010038,Total PFAS,2020,"2,900,000"
PA7010056,PFHxA,2020,"3,200,000"
PA7010056,PFOA,2019-2020,"4,800,000"
PA7010056,PFHpA,2019-2020,"5,000,000"
PA7010056,Total PFAS,2019-2020,"13,000,000"
PA7210002,PFOS,2023,11
PA7210002,Total PFAS,2023,11
PA7210028,PFBS,2019-2023,"5,700,000"
PA7210028,PFHxS,2019,"3,000,000"
PA7210028,PFHxA,2021-2023,"3,900,000"
PA7210028,PFOS,2019-2023,"13,000,000"
PA7210028,PFOA,2019-2023,"12,000,000"
PA7210028,PFPeA,2023,8.1
PA7210028,PFHpA,2019-2023,"2,700,000"
PA7210028,Total PFAS,2019-2023,"36,400,000"
PA7210029,PFOS,2020,"2,000,000"
PA7210029,Total PFAS,2020,"2,000,000"
PA7220015,PFBS,2023,3.4
PA7220015,PFHxS,2014,209
PA7220015,PFOS,2014,363
PA7220015,PFOA,2014,38
PA7220015,PFHpA,2014,23
PA7220015,PFNA,2014,47
PA7220015,Total PFAS,2014-2023,680
PA7220029,PFBS,2020,"6,300,000"
PA7220029,PFHxS,2020,"3,200,000"
PA7220029,PFHxA,2020,"4,000,000"
PA7220029,PFOS,2020,"7,300,000"
PA7220029,PFOA,2020,"5,900,000"
PA7220029,PFHpA,2020,"2,100,000"
PA7220029,Total PFAS,2020,"28,800,000"
PA7220034,PFBS,2023,3.2
PA7220034,PFHxS,2023,3.5
PA7220034,PFOS,2023,10
PA7220034,PFOA,2023,4.5
PA7220034,Total PFAS,2023,18
PA7220038,PFBS,2019-2021,"4,200,000"
PA7220038,PFHxS,2019-2021,"5,100,000"
PA7220038,PFHxA,2020,"2,400,000"
PA7220038,PFOS,2019-2021,"11,000,000"
PA7220038,PFOA,2019-2021,"4,300,000"
PA7220038,Total PFAS,2019-2021,"26,200,000"
PA7220310,PFBS,2020,"2,100,000"
PA7220310,PFHxA,2020,"12,000,000"
PA7220310,PFOS,2020,"2,300,000"
PA7220310,PFOA,2020,"4,600,000"
PA7220310,PFHpA,2020,"4,400,000"
PA7220310,Total PFAS,2020,"25,400,000"
PA7280952,PFBS,2020,"3,600,000"
PA7280952,PFHxA,2020,"34,300,000"
PA7280952,PFOS,2020,"5,800,000"
PA7280952,PFOA,2020,"7,400,000"
PA7280952,PFHpA,2020,"4,500,000"
PA7280952,Total PFAS,2020,"55,600,000"
PA7360058,PFBS,2020,"4,900,000"
PA7360058,PFHxA,2020,"10,500,000"
PA7360058,PFOA,2020,"9,000,000"
PA7360058,PFHpA,2020,"4,300,000"
PA7360058,Total PFAS,2020,"28,700,000"
PA7360099,PFBS,2023,4.8
PA7360099,PFHxS,2023,7.2
PA7360099,PFHxA,2023,7.9
PA7360099,PFOS,2023,8.3
PA7360099,PFOA,2023,5.1
PA7360099,PFPeA,2023,8.5
PA7360099,PFHpA,2023,3.7
PA7360099,Total PFAS,2023,40
PA7360113,PFBS,2020,"5,100,000"
PA7360113,PFOS,2020,"3,100,000"
PA7360113,PFOA,2020,"3,000,000"
PA7360113,Total PFAS,2020,"11,200,000"
PA7360128,PFBS,2023,4.8
PA7360128,PFBA,2023,5.4
PA7360128,PFHxA,2023,7.2
PA7360128,PFOS,2023,4.4
PA7360128,PFOA,2023,5
PA7360128,PFPeA,2023,12
PA7360128,PFHpA,2023,5.5
PA7360128,Total PFAS,2023,30
PA7360140,PFBS,2019-2021,"3,300,000"
PA7360140,PFHxS,2019,"2,400,000"
PA7360140,PFHxA,2021,"11,400,000"
PA7360140,PFOS,2019-2021,"7,100,000"
PA7360140,PFOA,2019-2021,"9,200,000"
PA7360140,PFHpA,2019-2021,"7,600,000"
PA7360140,Total PFAS,2019-2021,"38,600,000"
PA7360141,PFBS,2019-2020,"7,900,000"
PA7360141,PFHxS,2019-2020,"4,200,000"
PA7360141,PFHxA,2020,"8,500,000"
PA7360141,PFOS,2019-2020,"11,000,000"
PA7360141,PFOA,2019-2020,"12,000,000"
PA7360141,PFHpA,2019-2020,"5,800,000"
PA7360141,Total PFAS,2019-2020,"49,400,000"
PA7360345,PFHxS,2023,4.6
PA7360345,PFOS,2023,8.1
PA7360345,Total PFAS,2023,13
PA7360515,PFHxA,2021,"43,100,000"
PA7360515,PFOA,2021,"31,300,000"
PA7360515,PFHpA,2021,"16,000,000"
PA7360515,Total PFAS,2021,"90,400,000"
PA7360733,PFBS,2019,"1,200,000"
PA7360733,PFHxS,2019,"2,800,000"
PA7360733,PFOS,2019-2021,"3,600,000"
PA7360733,PFOA,2019,"2,400,000"
PA7360733,Total PFAS,2019-2021,"9,300,000"
PA7360880,PFOA,2019,"1,800,000"
PA7360880,PFNA,2019,"2,500,000"
PA7360880,Total PFAS,2019,"4,300,000"
PA7360885,PFOS,2020,"1,800,000"
PA7360885,Total PFAS,2020,"1,800,000"
PA7360967,PFHxA,2021,"2,200,000"
PA7360967,PFOA,2019,"6,600,000"
PA7360967,PFHpA,2019,"9,500,000"
PA7360967,PFNA,2019,"5,700,000"
PA7360967,Total PFAS,2019-2021,"21,800,000"
PA7360976,PFHxA,2020,"14,800,000"
PA7360976,PFOS,2020,"5,000,000"
PA7360976,PFOA,2020,"4,700,000"
PA7360976,PFHpA,2020,"5,300,000"
PA7360976,PFNA,2020,"9,300,000"
PA7360976,Total PFAS,2020,"39,100,000"
PA7361105,PFBS,2020,"3,900,000"
PA7361105,PFHxS,2020,"11,100,000"
PA7361105,PFHxA,2020,"12,700,000"
PA7361105,PFOA,2020,"4,900,000"
PA7361105,PFHpA,2020,"4,700,000"
PA7361105,Total PFAS,2020,"37,300,000"
PA7500366,PFHxS,2020,"17,400,000"
PA7500366,PFOS,2020,"13,300,000"
PA7500366,Total PFAS,2020,"30,700,000"
PA7670062,PFBS,2023,6.7
PA7670062,PFHxA,2023,4.5
PA7670062,PFOS,2023,4.1
PA7670062,PFOA,2023,4.6
PA7670062,PFPeA,2023,4.7
PA7670062,Total PFAS,2023,19
PA7670071,PFBS,2020-2023,"4,100,000"
PA7670071,PFHxS,2020-2023,"2,700,000"
PA7670071,PFOS,2020-2023,"5,000,000"
PA7670071,PFOA,2020-2023,"3,200,000"
PA7670071,Total PFAS,2020-2023,"15,000,000"
PA7670073,PFBS,2020,"3,600,000"
PA7670073,PFHxS,2020,"1,900,000"
PA7670073,PFHxA,2020,"2,500,000"
PA7670073,PFOS,2020,"6,800,000"
PA7670073,PFOA,2020,"6,800,000"
PA7670073,PFHpA,2020,"1,800,000"
PA7670073,Total PFAS,2020,"23,400,000"
PA7670082,PFBS,2019-2023,"12,000,000"
PA7670082,PFHxS,2020,"3,500,000"
PA7670082,PFHxA,2020-2023,"6,000,000"
PA7670082,PFOS,2019-2020,"6,000,000"
PA7670082,PFOA,2019-2020,"5,200,000"
PA7670082,PFPeA,2023,6.2
PA7670082,PFHpA,2020-2023,"4,500,000"
PA7670082,PFNA,2019-2023,"15,000,000"
PA7670082,Total PFAS,2019-2023,"50,500,000"
PA7670088,PFBS,2020-2023,"20,000,000"
PA7670088,PFHxS,2020-2023,"3,200,000"
PA7670088,PFHxA,2020-2023,"4,600,000"
PA7670088,PFOS,2020-2023,"13,000,000"
PA7670088,PFOA,2020-2023,"6,800,000"
PA7670088,PFPeA,2023,11
PA7670088,PFHpA,2020-2023,"2,800,000"
PA7670088,Total PFAS,2020-2023,"50,400,000"
PA7670333,PFOS,2020,"2,600,000"
PA7670333,Total PFAS,2020,"2,600,000"
PA7670356,PFHxA,2020,"7,200,000"
PA7670356,PFOA,2020,"7,000,000"
PA7670356,PFHpA,2020,"3,400,000"
PA7670356,Total PFAS,2020,"17,600,000"
PA7671087,PFOS,2020,"4,400,000"
PA7671087,PFOA,2020,"4,400,000"
PA7671087,PFNA,2020,"11,000,000"
PA7671087,Total PFAS,2020,"19,800,000"
PR0003262,PFOS,2023,6.3
PR0003262,Total PFAS,2023,6.3
PR0003293,PFBS,2023,5.2
PR0003293,PFBA,2023,5.7
PR0003293,PFHxA,2023,4.7
PR0003293,PFOS,2023,5.3
PR0003293,PFPeA,2023,6.7
PR0003293,Total PFAS,2023,27
PR0003824,PFBS,2023,9.2
PR0003824,PFBA,2023,5.6
PR0003824,PFHxS,2023,17
PR0003824,PFOS,2023,25
PR0003824,PFOA,2023,5.1
PR0003824,PFPeA,2023,3.3
PR0003824,PFDoA,2023,3.2
PR0003824,Total PFAS,2023,48
PR0003904,PFBS,2023,6.4
PR0003904,PFHxS,2023,4.7
PR0003904,PFOS,2023,10
PR0003904,Total PFAS,2023,21
PR0004534,PFBS,2023,5
PR0004534,PFHxS,2023,8.9
PR0004534,PFOS,2023,12
PR0004534,Total PFAS,2023,26
PR0004545,PFBS,2023,3.2
PR0004545,PFBA,2023,5.9
PR0004545,PFHxS,2023,4.8
PR0004545,PFHxA,2023,6.7
PR0004545,PFOS,2023,47
PR0004545,PFPeA,2023,13
PR0004545,Total PFAS,2023,47
PR0004604,PFBS,2023,4.9
PR0004604,PFBA,2023,8
PR0004604,PFOS,2023,5.3
PR0004604,Total PFAS,2023,10
PR0004695,PFBA,2023,8.7
PR0004695,PFHxS,2023,4.5
PR0004695,PFHxA,2023,3.1
PR0004695,PFOS,2023,9.8
PR0004695,PFPeA,2023,3.1
PR0004695,Total PFAS,2023,26
PR0004885,PFBS,2023,5.9
PR0004885,PFHxS,2023,8.2
PR0004885,PFHxA,2023,3
PR0004885,PFOS,2023,9.6
PR0004885,PFPeA,2023,4.8
PR0004885,Total PFAS,2023,29
PR0004955,PFBS,2023,3
PR0004955,PFOS,2023,4.3
PR0004955,Total PFAS,2023,7.3
PR0005096,PFBA,2023,7.4
PR0005096,PFHxA,2023,3.8
PR0005096,PFOS,2023,4.4
PR0005096,PFPeA,2023,4.8
PR0005096,Total PFAS,2023,19
PR0005166,PFBA,2023,9.8
PR0005166,PFOA,2023,4.8
PR0005166,Total PFAS,2023,15
PR0518085,PFBS,2023,5.2
PR0518085,PFHxA,2023,3
PR0518085,PFOS,2023,13
PR0518085,PFPeA,2023,5.2
PR0518085,Total PFAS,2023,27
RI1000007,PFHxA,2019,7.6
RI1000007,PFOA,2019,7.3
RI1000007,PFPeA,2019,6.6
RI1000007,PFOS+PFOA,2019,7.3
RI1000007,Total PFAS,2019,29
RI1559511,PFBA,2019,6.1
RI1559511,PFHxA,2019,12
RI1559511,PFOS,2019,6.1
RI1559511,PFOA,2019,9.7
RI1559511,PFPeA,2019,11
RI1559511,PFOS+PFOA,2019,14
RI1559511,Total PFAS,2019,48
RI1559512,PFBS,2016-2018,5.6
RI1559512,PFHxS,2016-2018,3.4
RI1559512,PFHxA,2016-2018,6.3
RI1559512,PFOS,2016-2019,5.7
RI1559512,PFOA,2015-2019,20
RI1559512,PFHpA,2016-2018,5.4
RI1559512,PFNA,2016-2018,5
RI1559512,PFDA,2016-2018,5.1
RI1559512,PFOS+PFOA,2019,12
RI1559512,PFUnA,2016-2018,2.4
RI1559512,Total PFAS,2015-2019,46
RI1559517,PFBS,2019-2023,9.9
RI1559517,PFBA,2019,9.6
RI1559517,PFHxS,2023,3.2
RI1559517,PFHxA,2019-2023,17
RI1559517,PFOS,2019-2023,6.3
RI1559517,PFOA,2019-2023,14
RI1559517,PFPeA,2019-2023,16
RI1559517,PFHpA,2019,4.7
RI1559517,PFOS+PFOA,2019,14
RI1559517,Total PFAS,2019-2023,76
RI1559518,PFBA,2023,6.7
RI1559518,PFHxA,2023,5
RI1559518,PFOA,2023,5.8
RI1559518,PFPeA,2023,7.5
RI1559518,PFHpA,2023,3.7
RI1559518,Total PFAS,2023,29
RI1583823,PFHxS,2019,10
RI1583823,PFHxA,2019,5.1
RI1583823,PFOS,2019,17
RI1583823,PFOA,2019,4.3
RI1583823,PFPeA,2019,6.2
RI1583823,PFOS+PFOA,2019,21
RI1583823,Total PFAS,2019,63
RI1592010,PFBA,2023,5.9
RI1592010,PFHxA,2019-2023,5.5
RI1592010,PFOS,2019,15
RI1592010,PFOA,2019,6.4
RI1592010,PFPeA,2019-2023,6.1
RI1592010,PFOS+PFOA,2019,20
RI1592010,Total PFAS,2019-2023,51
RI1592012,PFBS,2017,6.7
RI1592012,PFHxA,2017-2019,8.2
RI1592012,PFOS,2017-2019,16
RI1592012,PFOA,2017-2019,9.5
RI1592012,PFPeA,2017,8.5
RI1592012,PFHpA,2017,5.6
RI1592012,PFOS+PFOA,2017-2019,24
RI1592012,Total PFAS,2017-2019,76
RI1592017,PFOS,2019,24
RI1592017,PFOA,2019,6.5
RI1592017,PFOS+PFOA,2019,30
RI1592017,Total PFAS,2019,59
RI1592019,PFBS,2017,5
RI1592019,PFHxS,2017,32
RI1592019,PFHxA,2017,16
RI1592019,PFOS,2017,104
RI1592019,PFOA,2017,10
RI1592019,PFPeA,2017,24
RI1592019,PFHpA,2017,15
RI1592019,PFOS+PFOA,2017,114
RI1592019,Total PFAS,2017,319
RI1592021,PFBS,2019,5.7
RI1592021,PFHxA,2019,6.6
RI1592021,PFOS,2019,13
RI1592021,PFOA,2019,12
RI1592021,PFPeA,2019,7
RI1592021,PFHpA,2019,4.8
RI1592021,PFOS+PFOA,2019,25
RI1592021,6:2 FTSA,2023,6
RI1592021,Total PFAS,2019-2023,74
RI1615612,PFHxA,2017,9.1
RI1615612,PFOS,2017-2018,9.9
RI1615612,PFOA,2017-2018,14
RI1615612,PFPeA,2017,11
RI1615612,PFHpA,2017-2018,4.5
RI1615612,PFOS+PFOA,2017,24
RI1615612,Total PFAS,2017-2018,72
RI1615613,PFBS,2019,10
RI1615613,PFOS,2019,6
RI1615613,PFOA,2019,6
RI1615613,PFOS+PFOA,2019,12
RI1615613,Total PFAS,2019,34
RI1615623,PFHxA,2023,8.9
RI1615623,PFOA,2023,6.1
RI1615623,PFPeA,2023,12
RI1615623,PFHpA,2023,5.5
RI1615623,Total PFAS,2023,33
RI1647511,PFBS,2017,5.7
RI1647511,PFHxA,2017,5.2
RI1647511,PFOS,2017,6.3
RI1647511,PFOA,2017,8.9
RI1647511,PFPeA,2017,4.5
RI1647511,PFOS+PFOA,2017,14
RI1647511,Total PFAS,2017,38
RI1647512,PFOS,2019,4.3
RI1647512,PFOA,2019,5.9
RI1647512,PFOS+PFOA,2019,10
RI1647512,Total PFAS,2019,21
RI1647525,PFOS,2017,4.9
RI1647525,PFOA,2017,6.7
RI1647525,PFPeA,2017,6
RI1647525,PFOS+PFOA,2017,12
RI1647525,Total PFAS,2017,29
RI1647530,PFOA,2015,81
RI1647530,Total PFAS,2015,81
RI1858411,PFBA,2019,8.2
RI1858411,PFHxA,2019,17
RI1858411,PFOA,2019,4.9
RI1858411,PFPeA,2019,32
RI1858411,PFHpA,2019,8.9
RI1858411,PFOS+PFOA,2019,4.9
RI1858411,Total PFAS,2019,76
RI1858422,PFBS,2019-2023,12
RI1858422,PFHxS,2019-2023,4
RI1858422,PFHxA,2019-2023,8
RI1858422,PFOS,2019-2023,5
RI1858422,PFOA,2019-2023,16
RI1858422,PFPeA,2019-2023,7
RI1858422,PFHpA,2023,6
RI1858422,PFNA,2019-2023,16
RI1858422,PFOS+PFOA,2019,12
RI1858422,Total PFAS,2019-2023,57
RI1858425,PFBS,2019,9
RI1858425,PFHxA,2019,5.9
RI1858425,PFOA,2019,5.4
RI1858425,PFPeA,2019,8.7
RI1858425,PFOS+PFOA,2019,5.4
RI1858425,Total PFAS,2019,34
RI1858429,PFBS,2023,5.4
RI1858429,PFHxA,2023,3.5
RI1858429,PFOS,2023,4
RI1858429,PFOA,2023,4.3
RI1858429,Total PFAS,2023,16
RI1900026,PFHxA,2019,8.3
RI1900026,PFOA,2019,6
RI1900026,PFPeA,2019,9.6
RI1900026,PFOS+PFOA,2019,6
RI1900026,Total PFAS,2019,30
RI1900041,PFBA,2019,19
RI1900041,PFHxA,2019,49
RI1900041,PFOA,2019,25
RI1900041,PFPeA,2019,39
RI1900041,PFHpA,2019,23
RI1900041,PFOS+PFOA,2019,25
RI1900041,Total PFAS,2019,179
RI1900044,PFHxA,2019,4.7
RI1900044,PFOA,2019,4.9
RI1900044,PFPeA,2019,5.4
RI1900044,PFOS+PFOA,2019,4.9
RI1900044,Total PFAS,2019,20
RI2943224,PFOS,2017,4.6
RI2943224,PFOA,2017,8.3
RI2943224,PFOS+PFOA,2017,13
RI2943224,Total PFAS,2017,26
RI2980127,PFOS,2017,4
RI2980127,PFOS+PFOA,2017,4
RI2980127,Total PFAS,2017,8.1
RI2980134,PFBA,2019,4.8
RI2980134,PFHxA,2019,15
RI2980134,PFOS,2019,4.9
RI2980134,PFOA,2019,6.2
RI2980134,PFPeA,2019,17
RI2980134,PFOS+PFOA,2019,11
RI2980134,Total PFAS,2019,59
RI2980323,PFBS,2019,15
RI2980323,PFOS,2019,8.5
RI2980323,PFOA,2019,6.5
RI2980323,PFOS+PFOA,2019,15
RI2980323,Total PFAS,2019,45
RI6000003,PFBS,2017-2019,4.2
RI6000003,PFHxS,2017,4
RI6000003,PFHxA,2017,3
RI6000003,PFOS,2017-2019,27
RI6000003,PFOA,2017-2019,6
RI6000003,PFPeA,2017-2019,4.1
RI6000003,PFHpA,2017-2019,4.1
RI6000003,PFNA,2017,4
RI6000003,PFOS+PFOA,2017-2019,33
RI6000003,Total PFAS,2017-2019,78
RI6000008,PFBS,2017,12
RI6000008,PFHxS,2017,29
RI6000008,PFHxA,2017,4.3
RI6000008,PFOS,2017,36
RI6000008,PFOA,2017,7.2
RI6000008,PFPeA,2017,5.4
RI6000008,PFOS+PFOA,2017,43
RI6000008,Total PFAS,2017,137
SC0220006,PFBS,2020-2023,5.7
SC0220006,PFBA,2023,9.7
SC0220006,PFHxS,2020,4.9
SC0220006,PFHxA,2020,4.3
SC0220006,PFOS,2020,10
SC0220006,PFOA,2020-2023,5.1
SC0220006,PFHpA,2020,2.8
SC0220006,Total PFAS,2020-2023,33
SC0720003,PFBS,2020,3.9
SC0720003,PFHxA,2020,2.8
SC0720003,PFOS,2020,22
SC0720003,PFOA,2020,4.8
SC0720003,PFPeA,2020,3.3
SC0720003,PFBA,2020,3
SC0720003,Total PFAS,2020,32
SC0720004,PFBS,2020,3.2
SC0720004,PFHxA,2020,2.4
SC0720004,PFOS,2020,6.2
SC0720004,PFOA,2020,4.6
SC0720004,PFPeA,2020,2.8
SC0720004,PFBA,2020,2.2
SC0720004,Total PFAS,2020,21
SC0810001,PFBS,2023,4.6
SC0810001,PFHxA,2023,6
SC0810001,PFOS,2023,8
SC0810001,PFOA,2023,5.8
SC0810001,PFPeA,2023,7.6
SC0810001,PFHpA,2023,3
SC0810001,HFPO-DA,2023,7.2
SC0810001,Total PFAS,2023,42
SC0820009,PFBS,2023,4.2
SC0820009,PFHxA,2023,6
SC0820009,PFOS,2023,7.1
SC0820009,PFOA,2023,5.9
SC0820009,PFPeA,2023,7.1
SC0820009,HFPO-DA,2023,7.4
SC0820009,Total PFAS,2023,38
SC1010001,PFBS,2020,2.9
SC1010001,PFHxA,2020,4.3
SC1010001,PFOS,2020,7.5
SC1010001,PFOA,2020,3.8
SC1010001,PFPeA,2020,5
SC1010001,PFHpA,2020,2
SC1010001,PFBA,2020,3
SC1010001,Total PFAS,2020,29
SC1010005,PFBS,2023,3.7
SC1010005,PFBA,2023,5.3
SC1010005,PFHxA,2023,6.1
SC1010005,PFOS,2023,6.6
SC1010005,PFOA,2023,4.4
SC1010005,PFPeA,2023,7.3
SC1010005,Total PFAS,2023,28
SC1010008,PFBS,2023,3.7
SC1010008,PFBA,2023,8.7
SC1010008,PFHxA,2023,4.9
SC1010008,PFOS,2023,7.9
SC1010008,PFOA,2023,4.5
SC1010008,PFPeA,2023,7.6
SC1010008,Total PFAS,2023,37
SC1110001,PFBS,2020,2.7
SC1110001,PFHxS,2020,4.7
SC1110001,PFHxA,2020,3.3
SC1110001,PFOS,2020,18
SC1110001,PFOA,2020,14
SC1110001,PFPeA,2020,2
SC1110001,PFHpA,2020,4.5
SC1110001,Total PFAS,2020,49
SC1110002,PFBS,2023,3.1
SC1110002,PFBA,2023,5.5
SC1110002,PFHxS,2023,4.1
SC1110002,PFHxA,2023,4.1
SC1110002,PFOS,2023,13
SC1110002,PFOA,2023,12
SC1110002,PFPeA,2023,3.8
SC1110002,PFHpA,2023,5.9
SC1110002,Total PFAS,2023,42
SC1120002,PFBS,2023,3.1
SC1120002,PFHxS,2023,5.7
SC1120002,PFHxA,2023,3.3
SC1120002,PFOS,2023,19
SC1120002,PFOA,2023,8.5
SC1120002,PFPeA,2023,3.4
SC1120002,PFHpA,2023,3.3
SC1120002,Total PFAS,2023,42
SC1120003,PFBS,2023,3.2
SC1120003,PFHxS,2023,5.5
SC1120003,PFHxA,2023,4.3
SC1120003,PFOS,2023,19
SC1120003,PFOA,2023,16
SC1120003,PFPeA,2023,4.5
SC1120003,PFHpA,2023,5
SC1120003,Total PFAS,2023,57
SC1120004,PFBA,2023,5.5
SC1120004,PFHxS,2023,4.7
SC1120004,PFHxA,2023,3.3
SC1120004,PFOS,2023,15
SC1120004,PFOA,2023,9.5
SC1120004,PFPeA,2023,3.8
SC1120004,PFHpA,2023,3.4
SC1120004,Total PFAS,2023,45
SC1310001,PFBS,2020,2
SC1310001,PFHxA,2020,3.9
