pws_id,Chemical,Years tested,Maximum Level (ppt)
CA0410005,PFHxA,2019-2023,8.1
CA0410005,PFOS,2019-2023,67
CA0410005,PFOA,2019-2023,12
CA0410005,PFHpA,2019-2023,4.5
CA0410005,Total PFAS,2019-2023,160
CA0410008,PFOS,2023,4.6
CA0410008,Total PFAS,2023,4.6
CA0706050,PFBS,2023,2.3
CA0706050,PFBA,2023,4.3
CA0706050,PFHxS,2021-2023,7.7
CA0706050,PFHxA,2021-2023,12
CA0706050,PFOS,2021-2023,8.3
CA0706050,PFOA,2021-2023,3.6
CA0706050,PFPeA,2023,11
CA0706050,PFHpA,2023,2.8
CA0706050,Total PFAS,2021-2023,40
CA0707625,PFBS,2019-2023,37
CA0707625,PFBA,2023,2.6
CA0707625,PFHxS,2019-2023,410
CA0707625,PFHxA,2019-2023,33
CA0707625,PFOS,2019-2023,270
CA0707625,PFOA,2019-2023,15
CA0707625,PFPeA,2023,5.7
CA0707625,PFHpA,2019-2023,5.7
CA0707625,PFHpS,2023,2.7
CA0707625,PFPeS,2023,9.5
CA0707625,Total PFAS,2019-2023,580
CA0800800,PFBS,2019-2021,27
CA0800800,PFHxS,2019-2021,4.4
CA0800800,PFHxA,2019-2021,11
CA0800800,PFOS,2019-2021,14
CA0800800,PFOA,2019-2021,12
CA0800800,PFHpA,2019-2021,2.8
CA0800800,Total PFAS,2019-2021,62
CA0900659,PFBS,2023,3
CA0900659,PFOA,2023,5
CA0900659,Total PFAS,2023,8
CA1010001,PFBS,2019-2023,14
CA1010001,PFHxS,2019-2021,18
CA1010001,PFHxA,2019-2021,7.2
CA1010001,PFOS,2019-2021,36
CA1010001,PFOA,2019-2023,17
CA1010001,PFHpA,2019-2021,3.5
CA1010001,PFNA,2019-2021,3.8
CA1010001,Total PFAS,2019-2023,70
CA1010003,PFBS,2019-2023,12
CA1010003,PFHxS,2019-2023,8.8
CA1010003,PFHxA,2019-2023,22
CA1010003,PFOS,2019-2023,31
CA1010003,PFOA,2019-2023,15
CA1010003,PFPeA,2023,7.1
CA1010003,PFHpA,2019-2023,4.9
CA1010003,PFNA,2019-2023,5.3
CA1010003,PFDA,2020-2023,3.2
CA1010003,Total PFAS,2019-2023,77
CA1010007,PFBS,2019-2023,25
CA1010007,PFBA,2023,26
CA1010007,PFHxS,2019-2023,170
CA1010007,PFHxA,2019-2023,85
CA1010007,PFOS,2019-2023,510
CA1010007,PFOA,2019-2023,30
CA1010007,PFPeA,2023,47
CA1010007,PFHpA,2019-2023,31
CA1010007,PFNA,2019-2023,9
CA1010007,PFUnA,2019-2023,3.6
CA1010007,PFPeS,2023,5.3
CA1010007,Total PFAS,2019-2023,840
CA1010057,PFOS,2023,10
CA1010057,PFOA,2023,6.6
CA1010057,Total PFAS,2023,17
CA1010339,PFBS,2023,13
CA1010339,PFBA,2023,5.8
CA1010339,PFHxA,2023,11
CA1010339,PFOA,2023,12
CA1010339,PFPeA,2023,16
CA1010339,PFHpA,2023,4.3
CA1010339,Total PFAS,2023,62
CA1110003,PFHxS,2020-2023,3
CA1110003,PFOS,2020-2023,7
CA1110003,PFOA,2020-2023,2.9
CA1110003,PFNA,2022-2023,3
CA1110003,Total PFAS,2020-2023,12
CA1500251,PFBS,2020-2023,6.9
CA1500251,PFHxS,2022-2023,2.5
CA1500251,PFHxA,2022-2023,4.4
CA1500251,PFOS,2020-2023,6.8
CA1500251,PFOA,2020-2023,5.7
CA1500251,Total PFAS,2020-2023,19
CA1500458,PFBS,2020-2021,24
CA1500458,PFHxS,2020-2021,8.3
CA1500458,PFHxA,2020-2021,13
CA1500458,PFOS,2020-2021,5.7
CA1500458,PFOA,2020-2021,14
CA1500458,PFHpA,2020-2021,6.1
CA1500458,Total PFAS,2020-2021,71
CA1500561,PFHxA,2020,3.9
CA1500561,PFOA,2019-2020,4.2
CA1500561,Total PFAS,2019-2020,4.2
CA1510003,PFBS,2020-2023,6.6
CA1510003,PFBA,2023,2.6
CA1510003,PFHxS,2020-2023,15
CA1510003,PFHxA,2020-2023,11
CA1510003,PFOS,2020-2023,19
CA1510003,PFOA,2020-2023,13
CA1510003,PFPeA,2023,5.6
CA1510003,PFHpA,2020-2023,5.2
CA1510003,6:2 FTSA,2023,2.6
CA1510003,Total PFAS,2020-2023,54
CA1510031,PFBS,2020-2023,13
CA1510031,PFHxS,2020-2023,26
CA1510031,PFHxA,2021-2023,2.8
CA1510031,PFOS,2020-2023,8.9
CA1510031,PFOA,2020-2023,2.8
CA1510031,PFPeA,2023,1.7
CA1510031,PFNA,2020-2023,6.6
CA1510031,PFDA,2021,3.6
CA1510031,PFPeS,2023,2.1
CA1510031,6:2 FTSA,2023,2.3
CA1510031,Total PFAS,2020-2023,52
CA1510033,PFBS,2021-2023,3.3
CA1510033,PFHxA,2020-2023,3.1
CA1510033,PFOS,2020-2023,3.9
CA1510033,PFOA,2020-2023,14
CA1510033,Total PFAS,2020-2023,24
CA1510049,PFBS,2020-2023,15
CA1510049,PFBA,2023,4.8
CA1510049,PFHxS,2020-2023,14
CA1510049,PFHxA,2020-2023,14
CA1510049,PFOS,2020-2023,17
CA1510049,PFOA,2020-2023,23
CA1510049,PFPeA,2023,10
CA1510049,PFHpA,2020-2023,8
CA1510049,PFPeS,2023,2.8
CA1510049,Total PFAS,2020-2023,89
CA1510055,PFBS,2020-2022,3.7
CA1510055,PFHxS,2019-2023,17
CA1510055,PFHxA,2019-2023,6.1
CA1510055,PFOS,2019-2023,10
CA1510055,PFOA,2019-2023,12
CA1510055,PFPeA,2023,4.6
CA1510055,PFHpA,2020-2022,2.8
CA1510055,Total PFAS,2019-2023,49
CA1810003,PFBS,2021,1.7
CA1810003,PFHxS,2021,1.7
CA1810003,PFOS,2019-2021,86
CA1810003,Total PFAS,2019-2021,86
CA1900018,PFBS,2020-2022,11
CA1900018,PFHxS,2020-2023,24
CA1900018,PFHxA,2020-2022,15
CA1900018,PFOS,2021-2022,2.6
CA1900018,PFOA,2020-2022,6.7
CA1900018,PFHpA,2021-2022,5.5
CA1900018,Total PFAS,2020-2023,64
CA1900035,PFOS,2020,4.6
CA1900035,PFOA,2020,3.8
CA1900035,Total PFAS,2020,8.4
CA1900046,PFBS,2020-2023,4.2
CA1900046,PFBA,2023,4.5
CA1900046,PFHxS,2020-2023,4.7
CA1900046,PFHxA,2023,2
CA1900046,PFOS,2020-2023,7.6
CA1900046,PFOA,2021-2023,8.3
CA1900046,Total PFAS,2020-2023,20
CA1900130,PFBS,2021-2023,7.3
CA1900130,PFHxS,2020-2023,5.6
CA1900130,PFHxA,2021-2023,9.4
CA1900130,PFOS,2020-2023,11
CA1900130,PFOA,2020-2023,12
CA1900130,PFPeA,2023,9.3
CA1900130,PFHpA,2020-2023,4.1
CA1900130,Total PFAS,2020-2023,52
CA1900679,PFBS,2021-2023,6.3
CA1900679,PFBA,2023,4.6
CA1900679,PFHxS,2021-2023,6.2
CA1900679,PFHxA,2021-2023,7.2
CA1900679,PFOS,2021-2023,27
CA1900679,PFOA,2021-2023,12
CA1900679,PFPeA,2023,5.3
CA1900679,PFHpA,2021-2023,3.4
CA1900679,PFNA,2022,2.2
CA1900679,Total PFAS,2021-2023,87
CA1910003,PFHxS,2020-2023,5
CA1910003,PFOS,2020-2023,9.2
CA1910003,PFOA,2020-2022,2.4
CA1910003,Total PFAS,2020-2023,16
CA1910004,PFHxS,2023,3.3
CA1910004,PFOS,2023,13
CA1910004,PFOA,2023,3.2
CA1910004,Total PFAS,2023,19
CA1910007,PFBS,2023,2.6
CA1910007,PFHxA,2023,3.2
CA1910007,PFOS,2023,3.1
CA1910007,PFOA,2023,5.9
CA1910007,PFPeA,2023,2.8
CA1910007,PFHpA,2023,2.2
CA1910007,Total PFAS,2023,12
CA1910011,PFBS,2020-2023,5.6
CA1910011,PFHxS,2020-2023,5.4
CA1910011,PFHxA,2020-2023,7.9
CA1910011,PFOS,2020-2023,32
CA1910011,PFOA,2020-2023,15
CA1910011,PFPeA,2023,8.7
CA1910011,PFHpA,2020-2023,4.7
CA1910011,PFNA,2023,2.3
CA1910011,Total PFAS,2020-2023,72
CA1910013,PFHxS,2019-2023,4.9
CA1910013,PFOS,2019-2023,23
CA1910013,PFOA,2019-2023,4.6
CA1910013,N-EtFOSAA,2020,3.5
CA1910013,NMeFOSAA,2020,3.3
CA1910013,Total PFAS,2019-2023,32
CA1910017,PFBS,2019-2023,23
CA1910017,PFBA,2023,13
CA1910017,PFHxS,2019-2023,19
CA1910017,PFHxA,2019-2023,52
CA1910017,PFOS,2019-2023,41
CA1910017,PFOA,2014-2023,44
CA1910017,PFPeA,2023,24
CA1910017,PFHpA,2014-2023,23
CA1910017,PFNA,2019-2023,4.3
CA1910017,Total PFAS,2014-2023,198
CA1910018,PFHxS,2023,2.4
CA1910018,PFOS,2023,14
CA1910018,PFOA,2023,2.8
CA1910018,Total PFAS,2023,19
CA1910019,PFHxS,2023,1.9
CA1910019,PFOS,2023,4.7
CA1910019,Total PFAS,2023,6.6
CA1910024,PFBS,2021-2023,4.9
CA1910024,PFHxS,2021-2023,3.2
CA1910024,PFHxA,2021-2023,7.8
CA1910024,PFOS,2023,10
CA1910024,PFOA,2021-2023,13
CA1910024,PFPeA,2023,8.1
CA1910024,PFHpA,2021-2023,3.6
CA1910024,Total PFAS,2021-2023,36
CA1910026,PFHxS,2023,3.8
CA1910026,PFOS,2023,15
CA1910026,PFOA,2023,4.1
CA1910026,Total PFAS,2023,23
CA1910028,PFBS,2023,6.8
CA1910028,PFHxS,2023,4.9
CA1910028,PFHxA,2023,8
CA1910028,PFOA,2023,4.1
CA1910028,PFPeA,2023,7.4
CA1910028,Total PFAS,2023,27
CA1910029,PFHxS,2020-2023,2
CA1910029,PFHxA,2021,1.8
CA1910029,PFOS,2020-2023,6
CA1910029,PFOA,2020-2023,3
CA1910029,PFPeA,2023,1.8
CA1910029,PFHpA,2021,1.9
CA1910029,Total PFAS,2020-2023,15
CA1910034,PFBS,2019-2023,10
CA1910034,PFBA,2023,7.2
CA1910034,PFHxS,2019-2023,16
CA1910034,PFHxA,2019-2023,20
CA1910034,PFOS,2015-2023,63
CA1910034,PFOA,2019-2023,20
CA1910034,PFPeA,2023,12
CA1910034,PFHpA,2019-2023,6.4
CA1910034,PFNA,2019-2023,3.7
CA1910034,Total PFAS,2015-2023,102
CA1910036,PFBS,2019-2023,9.6
CA1910036,PFBA,2023,8.1
CA1910036,PFHxS,2019-2023,22
CA1910036,PFHxA,2019-2023,15
CA1910036,PFOS,2014-2023,150
CA1910036,PFOA,2019-2023,40
CA1910036,PFPeA,2023,14
CA1910036,PFHpA,2019-2023,7.2
CA1910036,PFNA,2019-2023,7.5
CA1910036,PFDA,2019-2023,5.9
CA1910036,Total PFAS,2014-2023,244
CA1910038,PFBS,2021-2022,2.3
CA1910038,PFHxS,2020-2023,6
CA1910038,PFOS,2020-2023,6.9
CA1910038,PFOA,2021-2022,3.7
CA1910038,PFHpA,2021,1.8
CA1910038,Total PFAS,2020-2023,14
CA1910039,PFBS,2019-2023,8.7
CA1910039,PFHxS,2019-2023,5
CA1910039,PFHxA,2019-2023,6.1
CA1910039,PFOS,2019-2023,20
CA1910039,PFOA,2019-2023,12
CA1910039,PFHpA,2019-2021,3.6
CA1910039,PFNA,2019,2.5
CA1910039,PFDA,2019-2023,2.8
CA1910039,Total PFAS,2019-2023,56
CA1910042,PFBS,2019-2023,20
CA1910042,PFHxS,2019-2023,6.2
CA1910042,PFHxA,2019-2023,29
CA1910042,PFOS,2013-2023,62
CA1910042,PFOA,2013-2023,29
CA1910042,PFPeA,2023,23
CA1910042,PFHpA,2019-2023,8.1
CA1910042,PFNA,2019-2023,4.5
CA1910042,PFDA,2019-2023,6.2
CA1910042,Total PFAS,2013-2023,94
CA1910044,PFBS,2020-2023,3.2
CA1910044,PFHxS,2020-2023,3.7
CA1910044,PFHxA,2021-2023,2.5
CA1910044,PFOS,2020-2021,4.1
CA1910044,PFOA,2020,2.3
CA1910044,PFPeA,2023,3.5
CA1910044,PFHpA,2021,3.2
CA1910044,Total PFAS,2020-2023,11
CA1910048,PFBS,2022-2023,2.8
CA1910048,PFBA,2023,2.4
CA1910048,PFHxS,2019-2023,5.6
CA1910048,PFHxA,2021-2023,3.6
CA1910048,PFOS,2019-2023,4.1
CA1910048,PFOA,2020-2023,5
CA1910048,PFPeA,2023,4.7
CA1910048,Total PFAS,2019-2023,27
CA1910049,PFHxS,2023,4.8
CA1910049,PFOS,2023,21
CA1910049,PFOA,2023,5
CA1910049,Total PFAS,2023,31
CA1910050,PFBS,2019-2023,8
CA1910050,PFHxS,2019-2023,5.5
CA1910050,PFHxA,2019-2023,13
CA1910050,PFOS,2019-2023,46
CA1910050,PFOA,2019-2023,20
CA1910050,PFHpA,2019-2023,6.9
CA1910050,PFNA,2019-2023,4.1
CA1910050,Total PFAS,2019-2023,97
CA1910051,PFOA,2021-2022,4.3
CA1910051,Total PFAS,2021-2022,4.3
CA1910053,PFBS,2020-2023,2.3
CA1910053,PFHxA,2020-2023,4.6
CA1910053,PFOS,2020-2023,22
CA1910053,PFOA,2020-2023,5.6
CA1910053,PFPeA,2023,7.6
CA1910053,PFHpA,2020-2023,4.2
CA1910053,PFDA,2022,2.5
CA1910053,Total PFAS,2020-2023,29
CA1910070,PFBS,2021-2023,9.2
CA1910070,PFBA,2023,6.8
CA1910070,PFHxS,2021-2023,7.5
CA1910070,PFHxA,2021-2023,27
CA1910070,PFOA,2021-2023,4.3
CA1910070,PFPeA,2023,16
CA1910070,PFHpA,2021-2023,2.9
CA1910070,PFPeS,2023,3.5
CA1910070,6:2 FTSA,2023,3.6
CA1910070,Total PFAS,2021-2023,69
CA1910079,PFBS,2021-2023,2.3
CA1910079,PFHxS,2020-2023,6.3
CA1910079,PFHxA,2020-2023,3.2
CA1910079,PFOS,2020-2023,26
CA1910079,PFOA,2020-2023,8.4
CA1910079,PFPeA,2023,2.9
CA1910079,PFHpA,2020-2023,2.8
CA1910079,Total PFAS,2020-2023,48
CA1910081,PFHxS,2023,5.4
CA1910081,PFHxA,2023,2.3
CA1910081,PFOS,2023,19
CA1910081,PFOA,2023,5.8
CA1910081,PFPeA,2023,2.1
CA1910081,Total PFAS,2023,35
CA1910084,PFHxS,2023,1.7
CA1910084,PFOS,2023,12
CA1910084,PFOA,2023,2.4
CA1910084,Total PFAS,2023,16
CA1910090,PFBS,2020-2023,4.7
CA1910090,PFHxS,2020-2023,14
CA1910090,PFHxA,2020-2023,99
CA1910090,PFOS,2020-2023,46
CA1910090,PFOA,2020-2023,20
CA1910090,PFHpA,2020-2023,11
CA1910090,PFNA,2021-2022,3
CA1910090,PFDA,2021-2022,3.2
CA1910090,Total PFAS,2020-2023,201
CA1910091,PFBS,2019-2023,13
CA1910091,PFHxS,2019-2023,12
CA1910091,PFHxA,2019-2023,8.5
CA1910091,PFOS,2014-2023,66
CA1910091,PFOA,2019-2023,23
CA1910091,PFPeA,2023,6.4
CA1910091,PFHpA,2019-2023,5.6
CA1910091,PFNA,2019-2023,4.9
CA1910091,PFDA,2019-2023,4.3
CA1910091,N-EtFOSAA,2019,10
CA1910091,Total PFAS,2014-2023,127
CA1910092,PFBS,2019-2023,7.5
CA1910092,PFHxS,2019-2023,5.7
CA1910092,PFHxA,2019-2023,3.7
CA1910092,PFOS,2019-2023,46
CA1910092,PFOA,2019-2023,16
CA1910092,PFPeA,2023,2.3
CA1910092,PFHpA,2019-2023,3.4
CA1910092,PFNA,2019-2023,4.2
CA1910092,PFDA,2019-2023,4.8
CA1910092,Total PFAS,2019-2023,83
CA1910096,PFBS,2019-2023,11
CA1910096,PFBA,2023,2.2
CA1910096,PFHxS,2019-2023,34
CA1910096,PFHxA,2019-2023,7.3
CA1910096,PFOS,2019-2023,5.1
CA1910096,PFOA,2019-2023,5.1
CA1910096,PFPeA,2023,2.8
CA1910096,PFHpA,2019-2022,2.5
CA1910096,PFPeS,2023,6.4
CA1910096,Total PFAS,2019-2023,64
CA1910097,PFBS,2020-2023,130
CA1910097,PFHxS,2020-2023,4.4
CA1910097,PFHxA,2020-2023,150
CA1910097,PFOA,2020-2023,8.4
CA1910097,PFHpA,2020-2023,6
CA1910097,Total PFAS,2020-2023,276
CA1910098,PFBS,2021-2023,8.3
CA1910098,PFHxS,2021-2023,8.4
CA1910098,PFHxA,2021-2023,13
CA1910098,PFOS,2014-2023,43
CA1910098,PFOA,2021-2023,17
CA1910098,PFHpA,2021-2023,5
CA1910098,PFNA,2021-2023,2.6
CA1910098,Total PFAS,2014-2023,92
CA1910101,PFOS,2014,45
CA1910101,PFOA,2014,21
CA1910101,Total PFAS,2014,66
CA1910105,PFHxS,2020-2023,2.3
CA1910105,PFOS,2020-2023,10
CA1910105,Total PFAS,2020-2023,12
CA1910108,PFBS,2020-2023,6.3
CA1910108,PFHxS,2020-2023,5.4
CA1910108,PFHxA,2020-2023,10
CA1910108,PFOS,2020-2023,37
CA1910108,PFOA,2020-2023,15
CA1910108,PFPeA,2023,9
CA1910108,PFHpA,2020-2023,6.7
CA1910108,PFNA,2020-2023,3.3
CA1910108,PFDA,2022,2.2
CA1910108,Total PFAS,2020-2023,80
CA1910125,PFBS,2019-2023,14
CA1910125,PFBA,2023,10
CA1910125,PFHxS,2019-2023,10
CA1910125,PFHxA,2019-2023,17
CA1910125,PFOS,2015-2023,44
CA1910125,PFOA,2019-2023,20
CA1910125,PFPeA,2023,21
CA1910125,PFHpA,2019-2023,5.8
CA1910125,PFNA,2019-2023,3.3
CA1910125,PFDA,2019-2023,5.1
CA1910125,N-EtFOSAA,2020,3.1
CA1910125,NMeFOSAA,2020,2.5
CA1910125,Total PFAS,2015-2023,92
CA1910126,PFBS,2023,3
CA1910126,PFHxS,2023,7.7
CA1910126,PFHxA,2023,3.1
CA1910126,PFOS,2023,11
CA1910126,PFOA,2023,5.3
CA1910126,PFPeA,2023,3.2
CA1910126,Total PFAS,2023,33
CA1910128,PFBS,2020-2023,4.9
CA1910128,PFHxS,2020-2023,2.6
CA1910128,PFHxA,2020-2023,5.6
CA1910128,PFOS,2020-2023,11
CA1910128,PFOA,2020-2023,10
CA1910128,PFPeA,2023,7.3
CA1910128,PFHpA,2020-2023,3.1
CA1910128,N-EtFOSAA,2022,2.5
CA1910128,NMeFOSAA,2022,2
CA1910128,Total PFAS,2020-2023,28
CA1910140,PFBS,2023,3.5
CA1910140,PFBA,2023,5.7
CA1910140,PFHxS,2023,11
CA1910140,PFHxA,2023,3.1
CA1910140,PFOS,2023,19
CA1910140,PFOA,2023,8.5
CA1910140,PFPeA,2023,3.5
CA1910140,Total PFAS,2023,50
CA1910152,PFBS,2019-2023,4.4
CA1910152,PFHxS,2019-2023,7.3
CA1910152,PFHxA,2019-2023,6.1
CA1910152,PFOS,2019-2023,36
CA1910152,PFOA,2019-2023,13
CA1910152,PFPeA,2023,5.7
CA1910152,PFHpA,2019-2023,26
CA1910152,PFNA,2020-2023,2.2
CA1910152,Total PFAS,2019-2023,70
CA1910153,PFBS,2019-2023,11
CA1910153,PFHxS,2019-2023,7
CA1910153,PFHxA,2019-2023,13
CA1910153,PFOS,2019-2023,37
CA1910153,PFOA,2019-2023,19
CA1910153,PFPeA,2023,9
CA1910153,PFHpA,2019-2023,6.3
CA1910153,PFNA,2019-2023,3.3
CA1910153,PFDA,2019-2023,4.1
CA1910153,Total PFAS,2019-2023,84
CA1910158,PFBS,2020-2023,4.3
CA1910158,PFHxS,2020-2023,5.8
CA1910158,PFHxA,2020-2023,3.1
CA1910158,PFOS,2020-2023,6.9
CA1910158,PFOA,2020-2023,6.2
CA1910158,PFHpA,2020-2022,2.4
CA1910158,Total PFAS,2020-2023,21
CA1910160,PFBA,2023,5.3
CA1910160,PFHxS,2023,6.6
CA1910160,PFOS,2023,37
CA1910160,PFOA,2023,8.2
CA1910160,Total PFAS,2023,57
CA1910163,PFBS,2023,6.6
CA1910163,PFHxS,2023,4.5
CA1910163,PFHxA,2023,5.2
CA1910163,PFOS,2023,7.5
CA1910163,PFOA,2023,7.2
CA1910163,PFPeA,2023,5.2
CA1910163,PFHpA,2023,2.8
CA1910163,Total PFAS,2023,39
CA1910167,PFOS,2022-2023,4.1
CA1910167,Total PFAS,2022-2023,4.1
CA1910173,PFBS,2019-2023,9.3
CA1910173,PFHxS,2019-2023,5.2
CA1910173,PFHxA,2019-2023,9.2
CA1910173,PFOS,2019-2023,29
CA1910173,PFOA,2019-2023,15
CA1910173,PFHpA,2019-2023,4.7
CA1910173,PFNA,2019-2023,2.8
CA1910173,PFDA,2020-2023,3.2
CA1910173,Total PFAS,2019-2023,57
CA1910174,PFBS,2019-2023,9.8
CA1910174,PFHxS,2019-2023,5.9
CA1910174,PFHxA,2019-2023,15
CA1910174,PFOS,2019-2023,27
CA1910174,PFOA,2019-2023,15
CA1910174,PFPeA,2023,7.2
CA1910174,PFHpA,2019-2023,38
CA1910174,PFNA,2019-2023,3.5
CA1910174,PFDA,2019-2023,3.4
CA1910174,N-EtFOSAA,2020,2.5
CA1910174,Total PFAS,2019-2023,110
CA1910186,PFBS,2020-2022,4.4
CA1910186,PFHxS,2020-2022,2.4
CA1910186,PFHxA,2019-2022,5.6
CA1910186,PFOS,2020-2023,5.1
CA1910186,PFOA,2019-2022,26
CA1910186,PFHpA,2020-2021,2.6
CA1910186,Total PFAS,2019-2023,26
CA1910191,PFBS,2019-2023,3
CA1910191,PFHxS,2019-2023,10
CA1910191,PFHxA,2019-2023,2.9
CA1910191,PFOS,2019-2023,31
CA1910191,PFOA,2019-2023,8.2
CA1910191,PFPeA,2023,4.2
CA1910191,PFHpA,2019-2022,2.3
CA1910191,N-EtFOSAA,2020,2.9
CA1910191,NMeFOSAA,2020,2.5
CA1910191,Total PFAS,2019-2023,56
CA1910195,PFBS,2020-2023,2.6
CA1910195,PFHxS,2020-2023,8
CA1910195,PFOS,2020-2023,34
CA1910195,PFOA,2020-2023,7.5
CA1910195,Total PFAS,2020-2023,52
CA1910199,PFBS,2020-2023,5.3
CA1910199,PFHxS,2020-2023,7.8
CA1910199,PFHxA,2020-2023,4.9
CA1910199,PFOS,2020-2023,37
CA1910199,PFOA,2020-2023,13
CA1910199,PFPeA,2023,4.8
CA1910199,PFHpA,2020-2023,4
CA1910199,PFNA,2020-2023,2
CA1910199,Total PFAS,2020-2023,76
CA1910211,PFBS,2019-2023,7.9
CA1910211,PFBA,2023,8.7
CA1910211,PFHxS,2019-2023,12
CA1910211,PFHxA,2019-2023,9.4
CA1910211,PFOS,2013-2023,70
CA1910211,PFOA,2019-2023,15
CA1910211,PFPeA,2023,11
CA1910211,PFHpA,2019-2023,3.3
CA1910211,PFNA,2019-2023,3.2
CA1910211,Total PFAS,2013-2023,101
CA1910212,PFBS,2021-2022,1.7
CA1910212,PFHxS,2020-2023,8.3
CA1910212,PFOS,2020-2023,26
CA1910212,PFOA,2020-2023,6.4
CA1910212,Total PFAS,2020-2023,42
CA1910218,PFBS,2019-2023,13
CA1910218,PFHxS,2019-2023,8.6
CA1910218,PFHxA,2019-2023,13
CA1910218,PFOS,2019-2023,52
CA1910218,PFOA,2019-2023,17
CA1910218,PFPeA,2023,6.8
CA1910218,PFHpA,2019-2023,3.9
CA1910218,PFNA,2019-2023,3.6
CA1910218,PFDA,2019-2022,2.2
CA1910218,Total PFAS,2019-2023,74
CA1910240,PFBS,2019-2023,26
CA1910240,PFBA,2023,17
CA1910240,PFHxS,2019-2023,32
CA1910240,PFHxA,2019-2023,40
CA1910240,PFOS,2019-2023,38
CA1910240,PFOA,2014-2023,31
CA1910240,PFPeA,2023,29
CA1910240,PFHpA,2019-2023,13
CA1910240,PFNA,2019-2023,6.7
CA1910240,PFDA,2019-2022,3.8
CA1910240,N-EtFOSAA,2019,2.7
CA1910240,PFPeS,2023,1.9
CA1910240,Total PFAS,2014-2023,195
CA1910247,PFBS,2020,2.1
CA1910247,PFOS,2019-2023,6.5
CA1910247,Total PFAS,2019-2023,7.8
CA1910250,PFBS,2019-2023,20
CA1910250,PFBA,2023,13
CA1910250,PFHxS,2019-2023,15
CA1910250,PFHxA,2019-2023,35
CA1910250,PFOS,2019-2023,37
CA1910250,PFOA,2019-2023,43
CA1910250,PFPeA,2023,27
CA1910250,PFHpA,2019-2023,16
CA1910250,PFNA,2019-2023,2.6
CA1910250,Total PFAS,2019-2023,146
CA1990001,PFBS,2019-2021,7.1
CA1990001,PFHxS,2020,40
CA1990001,PFHxA,2019-2021,17
CA1990001,PFOS,2019-2023,97
CA1990001,PFOA,2019-2021,5.8
CA1990001,PFHpA,2021,6.4
CA1990001,PFNA,2019-2021,2.4
CA1990001,PFDA,2021,3.7
CA1990001,N-EtFOSAA,2020,1.8
CA1990001,Total PFAS,2019-2023,157
CA2010007,PFBS,2020,14
CA2010007,PFHxA,2020,12
CA2010007,PFOA,2020,11
CA2010007,Total PFAS,2020,37
CA2210943,PFBS,2019-2020,13
CA2210943,PFHxS,2019-2020,13
CA2210943,PFHxA,2019-2020,97
CA2210943,PFOS,2019-2020,35
CA2210943,PFOA,2019-2020,120
CA2210943,PFHpA,2019-2020,46
CA2210943,PFNA,2019-2020,11
CA2210943,PFDA,2020,4.3
CA2210943,N-EtFOSAA,2020,6
CA2210943,Total PFAS,2019-2020,342
CA2310003,PFBS,2023,6.2
CA2310003,PFBA,2023,9.2
CA2310003,PFHxS,2023,7.3
CA2310003,PFHxA,2023,4.4
CA2310003,PFOS,2023,7.4
CA2310003,PFOA,2023,6.9
CA2310003,PFPeA,2023,5.1
CA2310003,PFHpA,2023,3.3
CA2310003,6:2 FTSA,2023,18
CA2310003,Total PFAS,2023,50
CA2410001,PFBS,2023,3.1
CA2410001,PFBA,2023,11
CA2410001,PFHxS,2023,19
CA2410001,PFHxA,2023,8.7
CA2410001,PFOS,2023,9.5
CA2410001,PFOA,2023,9.6
CA2410001,PFPeA,2023,14
CA2410001,PFHpA,2023,3.1
CA2410001,Total PFAS,2023,60
CA2410008,PFHxS,2023,3.3
CA2410008,PFOS,2020-2023,11
CA2410008,PFOA,2023,2.4
CA2410008,Total PFAS,2020-2023,17
CA2410009,PFHxS,2019-2023,7.7
CA2410009,PFHxA,2023,3.1
CA2410009,PFOS,2019-2023,4.8
CA2410009,PFOA,2019,1.6
CA2410009,Total PFAS,2019-2023,16
CA2410010,PFOA,2021-2022,9.4
CA2410010,PFHpA,2022,3.3
CA2410010,Total PFAS,2021-2022,13
CA2710004,PFBS,2019-2023,19
CA2710004,PFBA,2023,11
CA2710004,PFHxS,2019-2023,16
CA2710004,PFHxA,2019-2023,13
CA2710004,PFOS,2019-2023,11
CA2710004,PFOA,2019-2023,13
CA2710004,PFPeA,2023,13
CA2710004,PFHpA,2020-2023,8.5
CA2710004,PFNA,2020-2023,3.1
CA2710004,Total PFAS,2019-2023,74
CA2710705,PFBS,2023,"2,200"
CA2710705,PFHxS,2023,"14,000"
CA2710705,PFHxA,2023,"2,500"
CA2710705,PFOS,2023,"49,000"
CA2710705,PFOA,2023,970
CA2710705,PFHpA,2023,400
CA2710705,PFNA,2023,83
CA2710705,PFDA,2023,3.8
CA2710705,Total PFAS,2023,"69,157"
CA3010001,PFBS,2019-2023,14
CA3010001,PFBA,2023,17
CA3010001,PFHxS,2019-2023,26
CA3010001,PFHxA,2019-2023,12
CA3010001,PFOS,2015-2023,71
CA3010001,PFOA,2015-2023,30
CA3010001,PFPeA,2023,10
CA3010001,PFHpA,2019-2023,7.2
CA3010001,PFNA,2019-2023,4.5
CA3010001,PFDA,2020-2023,3.4
CA3010001,PFPeS,2023,2.8
CA3010001,Total PFAS,2015-2023,154
CA3010003,PFHxS,2019-2023,4.6
CA3010003,PFOS,2019-2023,6.8
CA3010003,PFOA,2021-2023,2.6
